symbol,direction,confidence,raw_confidence,entry_date,entry_price,exit_date,exit_price,stop_loss,target,pnl_pct,exit_reason
NIFTY50,BUY,0.5526,0.7496,2025-11-10 00:00:00+05:30,25574.35,2025-11-17 00:00:00+05:30,26013.45,25380.89,26057.99,1.717,max_hold
NIFTY50,BUY,0.5792,0.7743,2025-11-19 00:00:00+05:30,26052.65,2025-11-25 00:00:00+05:30,25859.19,25859.19,26536.29,-0.743,stop_loss
NIFTY50,BUY,0.6591,0.88,2025-11-26 00:00:00+05:30,26205.3,2025-12-02 00:00:00+05:30,26011.84,26011.84,26688.94,-0.738,stop_loss
NIFTY50,BUY,0.6067,0.8253,2025-12-05 00:00:00+05:30,26186.45,2025-12-08 00:00:00+05:30,25992.99,25992.99,26670.09,-0.739,stop_loss
NIFTY50,BUY,0.5179,0.6834,2025-12-09 00:00:00+05:30,25839.65,2025-12-10 00:00:00+05:30,25758.0,25646.19,26323.29,-0.316,end_of_period
NIFTY50,SELL,0.5833,0.7912,2026-01-28 00:00:00+05:30,25342.75,2026-02-02 00:00:00+05:30,24830.94,25547.48,24830.94,2.02,target
NIFTY50,BUY,0.6545,0.8763,2026-02-03 00:00:00+05:30,25727.55,2026-02-06 00:00:00+05:30,25522.83,25522.83,26239.36,-0.796,stop_loss
NIFTY50,SELL,0.5969,0.8037,2026-02-10 00:00:00+05:30,25935.15,2026-02-16 00:00:00+05:30,25423.34,26139.88,25423.34,1.973,target
NIFTY50,SELL,0.5442,0.737,2026-02-17 00:00:00+05:30,25725.4,2026-02-24 00:00:00+05:30,25424.65,25930.13,25213.59,1.169,max_hold
NIFTY50,BUY,0.5285,0.6744,2026-02-26 00:00:00+05:30,25496.55,2026-02-27 00:00:00+05:30,25291.83,25291.83,26008.36,-0.803,stop_loss
NIFTY50,BUY,0.5143,0.6884,2026-03-04 00:00:00+05:30,24480.5,2026-03-09 00:00:00+05:30,24275.77,24275.77,24992.31,-0.836,stop_loss
